iso_code,indicator_code,year,value
FRA,SP.POP.TOTL,2005,1350469623689.6477
FRA,SP.POP.TOTL,2006,1380417764250.0571
FRA,SP.POP.TOTL,2007,1411030037573.8352
FRA,SP.POP.TOTL,2008,1442321171531.1973
FRA,SP.POP.TOTL,2009,1474306220598.9854
FRA,SP.POP.TOTL,2010,1507000573103.5266
FRA,SP.POP.TOTL,2011,1540419958624.1106
FRA,SP.POP.TOTL,2012,1574580455560.6465
FRA,SP.POP.TOTL,2013,1609498498869.143
FRA,SP.POP.TOTL,2014,1645190887968.7285
FRA,SP.POP.TOTL,2015,1681674794824.0188
FRA,SP.POP.TOTL,2016,1718967772206.7236
FRA,SP.POP.TOTL,2017,1757510438369.7732
FRA,SP.POP.TOTL,2018,1796053104532.8228
FRA,SP.POP.TOTL,2019,1835882545998.9348
FRA,SP.POP.TOTL,2020,1876595248880.591
FRA,SP.POP.TOTL,2021,1918210800465.473
FRA,SP.POP.TOTL,2022,1960749222410.784
FRA,SP.POP.TOTL,2023,1960749222410.784
USA,NY.GDP.MKTP.CD,1960,94043812079.5109
USA,NY.GDP.MKTP.CD,1961,94043812079.5109
USA,NY.GDP.MKTP.CD,1962,94043812079.5109
USA,NY.GDP.MKTP.CD,1963,97485876466.99583
USA,NY.GDP.MKTP.CD,1964,101053922638.77484
USA,NY.GDP.MKTP.CD,1965,104752561609.68877
USA,NY.GDP.MKTP.CD,1966,108586573160.70592
USA,NY.GDP.MKTP.CD,1967,112560912015.8715
USA,NY.GDP.MKTP.CD,1968,116680714245.33755
USA,NY.GDP.MKTP.CD,1969,120951303902.74773
USA,NY.GDP.MKTP.CD,1970,125542203931.86702
USA,NY.GDP.MKTP.CD,1971,130133103960.98631
USA,NY.GDP.MKTP.CD,1972,134724003990.1056
USA,NY.GDP.MKTP.CD,1973,139654989729.83353
USA,NY.GDP.MKTP.CD,1974,144766452738.981
USA,NY.GDP.MKTP.CD,1975,150064998602.414
USA,NY.GDP.MKTP.CD,1976,155557474673.67996
USA,NY.GDP.MKTP.CD,1977,161355171894.1012
USA,NY.GDP.MKTP.CD,1978,167152869114.52246
USA,NY.GDP.MKTP.CD,1979,173270772305.84128
USA,NY.GDP.MKTP.CD,1980,179612594713.48358
USA,NY.GDP.MKTP.CD,1981,186186531925.68796
USA,NY.GDP.MKTP.CD,1982,193001079494.5265
USA,NY.GDP.MKTP.CD,1983,200065043914.77557
USA,NY.GDP.MKTP.CD,1984,207521558308.83704
USA,NY.GDP.MKTP.CD,1985,214978072702.8985
USA,NY.GDP.MKTP.CD,1986,222990402404.0311
USA,NY.GDP.MKTP.CD,1987,231002732105.1637
USA,NY.GDP.MKTP.CD,1988,239457581605.7205
USA,NY.GDP.MKTP.CD,1989,248221884069.99597
USA,NY.GDP.MKTP.CD,1990,257306965676.7409
USA,NY.GDP.MKTP.CD,1991,266724567150.1788
USA,NY.GDP.MKTP.CD,1992,276486858932.6382
USA,NY.GDP.MKTP.CD,1993,286606456912.5137
USA,NY.GDP.MKTP.CD,1994,297096438727.88
USA,NY.GDP.MKTP.CD,1995,307970360666.82947
USA,NY.GDP.MKTP.CD,1996,319242275186.3722
USA,NY.GDP.MKTP.CD,1997,330926749072.53955
USA,NY.GDP.MKTP.CD,1998,343038882265.1594
USA,NY.GDP.MKTP.CD,1999,355594327371.6301
USA,NY.GDP.MKTP.CD,2000,368609309894.91095
USA,NY.GDP.MKTP.CD,2001,382100649201.87103
USA,NY.GDP.MKTP.CD,2002,396085780259.09216
USA,NY.GDP.MKTP.CD,2003,410582776164.2171
USA,NY.GDP.MKTP.CD,2004,425610371501.9592
USA,NY.GDP.MKTP.CD,2005,441187986554.9574
USA,NY.GDP.MKTP.CD,2006,457335752400.7642
USA,NY.GDP.MKTP.CD,2007,474074536927.39935
USA,NY.GDP.MKTP.CD,2008,491425971801.0897
USA,NY.GDP.MKTP.CD,2009,509412480421.0463
USA,NY.GDP.MKTP.CD,2010,528057306897.4038
USA,NY.GDP.MKTP.CD,2011,547384546089.7712
USA,NY.GDP.MKTP.CD,2012,567785814932.8374
USA,NY.GDP.MKTP.CD,2013,588187083775.9036
USA,NY.GDP.MKTP.CD,2014,610109081595.9944
USA,NY.GDP.MKTP.CD,2015,632031079416.0851
USA,NY.GDP.MKTP.CD,2016,655163825974.7046
USA,NY.GDP.MKTP.CD,2017,679143246028.9373
USA,NY.GDP.MKTP.CD,2018,704000328376.6915
USA,NY.GDP.MKTP.CD,2019,729767196025.935
USA,NY.GDP.MKTP.CD,2020,756477147707.5183
USA,NY.GDP.MKTP.CD,2021,784671392090.6726
USA,NY.GDP.MKTP.CD,2022,812865636473.8268
USA,NY.GDP.MKTP.CD,2023,812865636473.8268
USA,SP.POP.TOTL,1960,567546660023.3577
USA,SP.POP.TOTL,1961,567546660023.3577
USA,SP.POP.TOTL,1962,595232374861.3969
USA,SP.POP.TOTL,1963,622918089699.436
USA,SP.POP.TOTL,1964,652597834744.4106
USA,SP.POP.TOTL,1965,683691709962.3583
USA,SP.POP.TOTL,1966,716267093430.2496
USA,SP.POP.TOTL,1967,751207597697.8018
USA,SP.POP.TOTL,1968,786148101965.3538
USA,SP.POP.TOTL,1969,823605153895.2161
USA,SP.POP.TOTL,1970,864746315071.4142
USA,SP.POP.TOTL,1971,905887476247.6123
USA,SP.POP.TOTL,1972,947028637423.8104
USA,SP.POP.TOTL,1973,993226010513.969
USA,SP.POP.TOTL,1974,1039423383604.1276
USA,SP.POP.TOTL,1975,1088948066751.5388
USA,SP.POP.TOTL,1976,1142068466840.3638
USA,SP.POP.TOTL,1977,1195188866929.189
USA,SP.POP.TOTL,1978,1252135199741.8489
USA,SP.POP.TOTL,1979,1311794814873.7644
USA,SP.POP.TOTL,1980,1374296990200.795
USA,SP.POP.TOTL,1981,1442946601862.9
USA,SP.POP.TOTL,1982,1511596213525.0051
USA,SP.POP.TOTL,1983,1580245825187.11
USA,SP.POP.TOTL,1984,1655538699122.7012
USA,SP.POP.TOTL,1985,1734419000264.316
USA,SP.POP.TOTL,1986,1817057656261.3552
USA,SP.POP.TOTL,1987,1903633738834.0696
USA,SP.POP.TOTL,1988,1994334851808.4397
USA,SP.POP.TOTL,1989,2089357537639.4805
USA,SP.POP.TOTL,1990,2188907703303.889
USA,SP.POP.TOTL,1991,2293201066484.8926
USA,SP.POP.TOTL,1992,2402463623016.1626
USA,SP.POP.TOTL,1993,2516932136597.7007
USA,SP.POP.TOTL,1994,2636854651844.878
USA,SP.POP.TOTL,1995,2762491031782.364
USA,SP.POP.TOTL,1996,2894113520947.6567
USA,SP.POP.TOTL,1997,3032007335324.417
USA,SP.POP.TOTL,1998,3176471280383.939
USA,SP.POP.TOTL,1999,3327818398574.019
USA,SP.POP.TOTL,2000,3490154004974.925
USA,SP.POP.TOTL,2001,3652489611375.831
USA,SP.POP.TOTL,2002,3826517243961.295
USA,SP.POP.TOTL,2003,4008836650138.388
USA,SP.POP.TOTL,2004,4199842902277.36
USA,SP.POP.TOTL,2005,4399949896486.956
USA,SP.POP.TOTL,2006,4609591249495.995
USA,SP.POP.TOTL,2007,4834453516940.604
USA,SP.POP.TOTL,2008,5059315784385.213
USA,SP.POP.TOTL,2009,5312041407995.331
USA,SP.POP.TOTL,2010,5564767031605.448
USA,SP.POP.TOTL,2011,5817492655215.566
USA,SP.POP.TOTL,2012,6094674682295.758
USA,SP.POP.TOTL,2013,6385063408668.884
USA,SP.POP.TOTL,2014,6689288084752.264
USA,SP.POP.TOTL,2015,7008007942420.274
USA,SP.POP.TOTL,2016,7349868309405.037
USA,SP.POP.TOTL,2017,7691728676389.8
USA,SP.POP.TOTL,2018,8058211123834.086
USA,SP.POP.TOTL,2019,8442155105601.213
USA,SP.POP.TOTL,2020,8844392599274.375
USA,SP.POP.TOTL,2021,9275834361981.773
USA,SP.POP.TOTL,2022,9707276124689.174
USA,SP.POP.TOTL,2023,9707276124689.174
